Store,Dept,Date,Weekly_Sales,IsHoliday,Temperature,Fuel_Price,CPI,Unemployment,Year,Month,Week
34,7,2012-02-08,35917,0,39.351704324755836,2.132609418030169,171.70230539145075,7.167132518718725,2012,2,6
38,12,2012-02-09,43995,0,64.14673554698132,3.112982400540007,189.9100757225239,5.691597806925571,2012,2,6
33,4,2012-02-10,16424,0,94.42398523466399,3.848676323866369,152.5704222826349,5.081476783983212,2012,2,6
24,2,2012-02-11,14643,0,65.91052726122061,4.021233351222969,190.14110706813818,7.853702381353399,2012,2,6
15,2,2012-02-12,15310,0,39.47859812846567,4.455505373054835,172.16626282173016,5.233579989981287,2012,2,6
30,5,2012-02-13,23951,0,55.236185225700964,2.4735192100753087,176.43341869759846,9.907666478479372,2012,2,7
42,10,2012-02-14,31568,0,51.232010542859655,2.7344871261513317,158.25532862322063,9.215867325053164,2012,2,7
17,10,2012-02-15,20233,0,23.72555758899498,3.523726246198743,208.89316836356218,4.792947698905467,2012,2,7
5,9,2012-02-16,18200,0,60.85134788232469,4.028359242790062,197.2009227572636,9.15491537766329,2012,2,7
29,13,2012-02-17,26548,0,30.080510930693904,2.585187553106231,225.0627377889779,6.070256690247949,2012,2,7
4,7,2012-02-18,15532,0,87.37952336671,3.0247861259343978,248.70986251793474,6.9398909212704405,2012,2,7
10,5,2012-02-19,28465,0,63.91703274367174,3.02100167113123,161.95340084787892,4.856945770914201,2012,2,7
17,10,2012-02-20,26291,0,87.56851860939007,3.932341832745803,177.24250889534255,4.7114334478307915,2012,2,8
10,10,2012-02-21,47448,0,96.4835749902433,2.6023305141973037,218.2454128044904,9.192957796373701,2012,2,8
17,6,2012-02-22,35580,0,95.45506326002211,4.421896386739819,173.7312009101451,7.779413446202192,2012,2,8
20,19,2012-02-23,31149,0,28.0343467446043,3.276159531588656,153.01475155164022,6.762766060100677,2012,2,8
24,8,2012-02-24,26346,1,95.58536572400057,2.7051670915132853,160.98066239479655,4.216983138240973,2012,2,8
5,1,2012-02-25,15619,0,83.65977662316081,2.7107101492962165,193.36269274584802,9.531771923457034,2012,2,8
34,17,2012-02-26,44918,0,82.21264842086327,2.045749966759926,193.0784652122694,6.256529362795774,2012,2,8
6,7,2012-02-27,6766,0,27.210283221454034,3.731077226890725,247.2304690626891,6.499895023582693,2012,2,9
2,14,2012-02-28,8549,0,34.36117618268793,3.9398707566889946,196.59500338977674,5.738857176347219,2012,2,9
13,17,2012-02-29,23693,0,98.01307039318148,2.081069432309224,217.80677074684934,9.347740119364492,2012,2,9
43,9,2012-03-01,36922,0,37.06961257242355,3.464836347827383,199.2201001713344,6.067508612307138,2012,3,9
43,17,2012-03-02,47402,0,33.524266413392056,3.9541816694260548,176.99184989128267,5.045495847152879,2012,3,9
11,5,2012-03-03,39744,0,48.98812949675743,2.9406001209775057,160.54510651146,7.003343169546668,2012,3,9
23,8,2012-03-04,17165,0,93.06849580279122,3.0818539571367243,235.9074016089897,8.688955955836718,2012,3,9
16,6,2012-03-05,28564,0,58.09547708452445,2.9040622497803508,165.2662694435225,6.228030858068729,2012,3,10
31,11,2012-03-06,40258,0,93.64669752712692,2.789126796416185,159.68936159228656,7.912276857258242,2012,3,10
11,19,2012-03-07,30301,0,46.747102433218856,3.227854309129802,171.38286110290406,5.825345818643715,2012,3,10
16,4,2012-03-08,49763,0,38.12229161815995,2.415251650333061,150.24886392349404,8.31857385981968,2012,3,10
8,18,2012-03-09,25765,0,59.61624070808284,3.1017192030796474,157.19651498249928,8.012343241500517,2012,3,10
4,1,2012-03-10,49787,0,69.23815122095108,4.354562810680513,213.51967684341048,8.084528808535659,2012,3,10
40,13,2012-03-11,12425,0,51.31991988908449,2.068505244493033,174.3547606857895,7.87544585556415,2012,3,10
4,14,2012-03-12,17857,0,47.68244076756254,2.411858539632572,183.8512095641921,4.93787399914539,2012,3,11
25,1,2012-03-13,32463,0,37.44474278185973,3.9442559766160525,233.52997548496927,9.32794590804945,2012,3,11
3,11,2012-03-14,27444,0,42.00054129774172,2.330142724784279,227.28995829388813,7.514516398037241,2012,3,11
32,17,2012-03-15,46457,0,73.84943705218406,2.6782022487568637,199.22481010373627,6.294322360128225,2012,3,11
3,4,2012-03-16,41744,0,49.58988308909423,3.1370973101108897,211.29766582604273,5.034011790114718,2012,3,11
27,12,2012-03-17,19205,0,26.38056333768228,4.357905644102761,158.58112784402212,8.701486599937507,2012,3,11
29,10,2012-03-18,5704,0,31.052431196202768,2.4587529682589238,226.15947014813577,7.054289760556131,2012,3,11
32,6,2012-03-19,10452,0,49.79033507128886,4.307711485010791,201.6191466695252,4.883758486400494,2012,3,12
19,1,2012-03-20,43862,0,93.96019438782895,3.796311281782131,207.09491019426275,9.52852513439147,2012,3,12
21,7,2012-03-21,8681,0,50.32242093167842,3.67786227935793,216.5526965436341,4.636494584820683,2012,3,12
5,16,2012-03-22,25522,0,24.851366196134023,3.80885631012508,200.01752991027138,7.145327172634619,2012,3,12
18,14,2012-03-23,23300,0,53.43954063040127,2.0781165474233436,202.16926301902575,7.663488380741187,2012,3,12
28,6,2012-03-24,14566,0,73.50540751681326,2.2472506526737983,199.96355868228778,9.993907570883039,2012,3,12
42,5,2012-03-25,12501,0,67.48769079585767,2.837103821850571,199.68174781435704,4.84549425857504,2012,3,12
22,18,2012-03-26,6845,1,42.30423699088241,2.184918832871694,225.0205300708323,7.681361183551855,2012,3,13
21,15,2012-03-27,44181,0,75.04711384389552,4.468974273738555,192.72085271808,6.860294766876146,2012,3,13
6,6,2012-03-28,45758,0,70.4499499092266,3.451030520362944,150.28933184967372,5.542687506257406,2012,3,13
1,19,2012-03-29,47396,0,33.77383750631749,3.21835917785746,211.2063176121882,9.653261019133389,2012,3,13
5,1,2012-03-30,18230,1,32.9716002854596,3.9637794622476097,245.26624749262834,8.745062098370814,2012,3,13
41,1,2012-03-31,22754,0,63.77464656543526,4.442398017029975,175.6959830791565,8.662346715537462,2012,3,13
12,13,2012-04-01,39404,0,72.7550848892883,4.3878250002119366,231.61933311721666,9.395116271932894,2012,4,13
26,3,2012-04-02,27564,0,96.95284678882086,3.98266221197174,195.54902082830802,8.350264375461823,2012,4,14
34,10,2012-04-03,37362,0,53.75445045854238,2.942935592402191,214.29820699080602,7.040436765798269,2012,4,14
14,3,2012-04-04,23227,1,81.19513917375306,2.1648987289447668,239.08737311273853,6.349219030119716,2012,4,14
26,9,2012-04-05,29760,0,29.32165978331011,2.245942444322703,227.10136127982736,8.224801161780617,2012,4,14
45,8,2012-04-06,34723,1,91.16872218525177,2.0028808519864687,238.4573388441808,7.616870816510652,2012,4,14
27,3,2012-04-07,22215,0,70.64860331190718,2.00475710806214,150.95199788761812,7.257258860121744,2012,4,14
9,13,2012-04-08,10538,0,70.32242650809978,4.341054497333655,168.73149846433512,7.534342901472314,2012,4,14
26,6,2012-04-09,26699,0,31.395410706594838,4.317542423018748,192.34944125658092,7.932085555716564,2012,4,15
22,13,2012-04-10,48085,0,23.166698362071834,3.6688844992620053,234.78417974531033,9.812225156152344,2012,4,15
30,12,2012-04-11,17454,0,76.11593103876956,3.8166918105507563,233.8391932173527,8.518948369571143,2012,4,15
43,13,2012-04-12,46223,0,29.36451671716693,3.2830211416250945,168.51403319739475,5.0585961302060705,2012,4,15
17,2,2012-04-13,26711,1,30.157611958714618,2.594605640220831,164.22424330957213,6.800612667193985,2012,4,15
26,16,2012-04-14,20059,1,35.0000117077588,4.285962622772023,233.47024351965325,8.069450055594704,2012,4,15
36,6,2012-04-15,6286,0,27.819718651168195,2.694228668398375,204.14342940307546,5.05392360478208,2012,4,15
1,19,2012-04-16,39297,0,70.03140163442454,3.8491781523740864,212.6769755869576,9.596239390866536,2012,4,16
8,13,2012-04-17,47768,0,53.76038446788704,2.6135892118096993,230.920607466558,4.462151767107567,2012,4,16
35,17,2012-04-18,44423,0,41.28768739276386,4.175371045122945,171.1746463587162,7.665899254755524,2012,4,16
15,9,2012-04-19,39645,0,55.25995202972613,3.6280985860637025,163.64847999047402,9.855612081099368,2012,4,16
22,17,2012-04-20,47709,0,87.53120016521598,3.60673755139183,235.9044262784156,8.367209759603371,2012,4,16
14,2,2012-04-21,31485,1,94.16635240349089,2.2434180918548,161.17741059162034,8.063549045895599,2012,4,16
26,19,2012-04-22,37267,0,58.99809157227533,3.048672257923004,158.81808506960763,9.9845224252065,2012,4,16
28,19,2012-04-23,32086,0,65.3402332090242,3.312271268873998,177.707517561671,8.75078456832191,2012,4,17
23,7,2012-04-24,21484,0,40.575994427189826,2.7350907210277753,181.68488602007434,9.821760591675787,2012,4,17
14,10,2012-04-25,8087,0,61.08803029096954,4.2024365295836645,174.11353540512016,8.193353357748634,2012,4,17
24,10,2012-04-26,43596,0,79.84956855481857,4.094174853778054,224.16232725002158,7.99275264560496,2012,4,17
2,9,2012-04-27,23675,0,59.37098109249356,3.234052280856325,247.33541127929897,8.575404866950722,2012,4,17
45,17,2012-04-28,29680,1,44.16583206313358,2.8500780066102873,169.95913427246342,5.132524019496226,2012,4,17
26,15,2012-04-29,22077,0,66.56274777799672,4.0038556800141105,228.18521895321464,8.834709952110508,2012,4,17
14,2,2012-04-30,43174,0,95.73248247086757,2.492228618853097,154.4242210268117,9.820841973391211,2012,4,18
7,4,2012-05-01,16432,0,91.03870831864894,2.1787907877340817,161.89026604188211,7.669859648537826,2012,5,18
3,19,2012-05-02,8491,0,81.5393903340365,2.1142762151798693,201.51174169789624,4.074132057960935,2012,5,18
23,17,2012-05-03,8392,0,42.09677061321672,2.0967081522450006,249.96088694922253,4.4325543510693555,2012,5,18
43,5,2012-05-04,7268,0,39.32476057731211,3.2222216411754463,244.93656497813646,5.408243334162725,2012,5,18
45,7,2012-05-05,43400,0,87.08297518380783,2.6382840902484004,161.19429401725998,6.9465859792258335,2012,5,18
18,18,2012-05-06,41551,0,34.50539808656819,3.725937803404869,173.96869160458945,6.482534939187176,2012,5,18
38,7,2012-05-07,33088,0,68.44890459893149,3.6347289351012635,244.57918497239615,9.875272003234512,2012,5,19
35,17,2012-05-08,19479,0,55.114395486637136,3.355050017860062,165.07239060356443,9.673525930706843,2012,5,19
15,7,2012-05-09,30465,1,57.43891738339186,2.8821082035699073,224.27889752276653,6.356334937839476,2012,5,19
25,4,2012-05-10,27357,0,56.36347220220326,4.126140612464326,150.11080234076852,8.765898875661028,2012,5,19
37,8,2012-05-11,10969,0,91.99601173789281,3.7742568832501338,213.17121026751724,7.8181800924032885,2012,5,19
28,13,2012-05-12,13981,0,26.9675400716364,2.6788153100791465,199.46004218427228,5.458814075274352,2012,5,19
10,4,2012-05-13,26032,1,82.6321159564879,3.254221655783775,197.1025279716765,9.587063535457975,2012,5,19
39,6,2012-05-14,46618,0,86.80101372602267,2.390678022060658,232.91917507533947,5.557105417481524,2012,5,20
17,5,2012-05-15,29408,0,95.43017177227921,2.821940727754768,158.07343452479313,9.222060372268693,2012,5,20
39,12,2012-05-16,29241,0,56.207996395016906,4.492850457158834,187.73321439100982,7.82584437982999,2012,5,20
22,4,2012-05-17,22402,0,60.005215350953335,2.55961055066799,194.6038544973299,7.72676265435002,2012,5,20
26,9,2012-05-18,30766,0,96.90356169127332,3.745755889295346,162.39265596572167,9.03045995659606,2012,5,20
44,4,2012-05-19,8657,0,56.67608487593304,2.596046614442571,158.5666546374336,6.965861231407438,2012,5,20
25,19,2012-05-20,26230,1,60.28387783810062,4.345336347514529,167.96143045573356,9.120243696817774,2012,5,20
17,14,2012-05-21,23680,0,46.58034545515072,2.775332112475919,174.10477249798043,7.301370768350702,2012,5,21
13,5,2012-05-22,22158,0,22.53019605477199,2.8667226866167734,246.6060577457202,9.90788716933576,2012,5,21
20,18,2012-05-23,24195,0,54.644364140919414,3.484649432665468,197.56137112516828,7.959580324437433,2012,5,21
25,10,2012-05-24,47340,0,72.40730486779087,3.470279427787337,201.02890326725253,6.2443634495150455,2012,5,21
4,19,2012-05-25,40950,0,75.19567284908457,3.4476909744929496,220.69982049607358,8.580183863973433,2012,5,21
10,12,2012-05-26,17979,1,20.520691750768762,3.433136671015602,218.42667978035905,7.059383799765583,2012,5,21
3,18,2012-05-27,12867,0,84.08422198182629,2.780467234300522,200.2777402112966,8.836149990553732,2012,5,21
41,17,2012-05-28,20155,0,59.393249130283756,3.0860255583463543,183.9838394184509,9.000776001161698,2012,5,22
45,11,2012-05-29,18006,0,61.65962891089543,3.4835836078524425,183.10516935874395,7.7014791478174125,2012,5,22
18,3,2012-05-30,9329,1,96.93949505362939,3.6781753091677896,155.77107338895112,9.233130557865932,2012,5,22
36,17,2012-05-31,27551,0,42.75689269246543,2.6328225338089872,239.96301392724257,6.420562144293311,2012,5,22
22,1,2012-06-01,40865,0,80.93215911745338,3.753687654257352,226.93945237267565,4.34426206812331,2012,6,22
34,15,2012-06-02,6404,0,65.98209965378166,4.308190625281592,212.33432413014944,7.975889052749237,2012,6,22
8,9,2012-06-03,42869,0,76.06387692464307,3.8948192583594716,189.60817432142244,8.586710837378014,2012,6,22
40,15,2012-06-04,6369,0,53.425396142489944,2.2105820070568045,208.24657306508772,4.436809083336284,2012,6,23
44,3,2012-06-05,44433,0,42.33660311714147,3.1728155502250526,198.50898049685995,8.625458451281306,2012,6,23
19,19,2012-06-06,23448,0,63.690076189514755,3.0881595888476863,177.3934978478884,7.834970167263538,2012,6,23
42,13,2012-06-07,40533,0,49.99529170821176,2.841258280045659,179.85727467080343,4.698467474703651,2012,6,23
41,12,2012-06-08,29175,0,37.83289430637311,3.2283003497575082,237.4479706456055,7.2396408017560425,2012,6,23
37,1,2012-06-09,5716,0,87.138891849101,3.099084433499697,213.49080724759028,4.652452626439155,2012,6,23
6,17,2012-06-10,18850,0,58.0665276001033,2.015426192918401,150.14224847421286,5.929712498363807,2012,6,23
26,13,2012-06-11,6711,0,87.78525929527194,2.5913881952301745,182.6871765106308,8.823909557443137,2012,6,24
34,1,2012-06-12,30801,0,57.92252658951362,2.5344553632058684,183.99454647253538,4.604734190158893,2012,6,24
45,10,2012-06-13,26751,0,64.54381581699265,2.873148853106999,220.63355594516162,6.756326866624254,2012,6,24
6,15,2012-06-14,44029,0,99.6224193051164,2.4361418543107627,220.04533424811115,7.634278012497362,2012,6,24
37,7,2012-06-15,30173,0,96.12033696281279,2.16950360927878,196.4154853005209,9.643068687416466,2012,6,24
33,18,2012-06-16,11086,0,41.735189653351256,2.491532137587532,245.09794128113947,8.423592868407544,2012,6,24
22,16,2012-06-17,16223,0,89.49243091593775,4.1354669660486625,237.2229169734146,4.835483042045235,2012,6,24
21,14,2012-06-18,21220,0,51.23227869577546,3.992598352161323,236.62107147290214,9.813211198236235,2012,6,25
6,18,2012-06-19,18392,0,25.69989903283142,3.105240493564362,184.8265510971628,6.867745847141399,2012,6,25
6,7,2012-06-20,25051,0,66.06248118603203,4.194537584946909,193.09997891524296,6.218304331412509,2012,6,25
4,17,2012-06-21,7246,0,98.16414875633883,2.5816640453019595,191.89619245283228,4.772267241251854,2012,6,25
30,18,2012-06-22,25010,0,97.94509496042282,3.4605228529980794,194.02668824639971,9.60089354968629,2012,6,25
11,12,2012-06-23,7822,0,30.117230252997444,2.3573121888660276,238.92107950108664,7.517235612037052,2012,6,25
30,8,2012-06-24,29667,1,81.69893332942799,4.083501723873474,174.91206995698,9.927925153634593,2012,6,25
31,2,2012-06-25,22234,0,84.2266435400166,2.3264538937296315,230.21950709593233,5.0431952517243435,2012,6,26
24,7,2012-06-26,35654,0,49.4995827453328,2.079650397446108,201.40399750447736,7.27501347110697,2012,6,26
9,4,2012-06-27,14669,0,72.6876144950777,2.683610575170488,174.90841857332822,4.659317186099222,2012,6,26
3,18,2012-06-28,26784,1,59.05275826217774,4.2523377233675586,202.72937788595542,7.14565496096325,2012,6,26
31,6,2012-06-29,34672,1,38.23144781679414,2.323642704816108,169.54416206740433,9.338750943353766,2012,6,26
40,9,2012-06-30,6082,0,80.901142497999,2.8266756717388493,160.81792975070348,4.655925111919907,2012,6,26
37,9,2012-07-01,16148,0,41.02021662499305,2.7910374825304816,233.81774178320512,5.61789284465285,2012,7,26
36,14,2012-07-02,32494,0,47.23582024333274,4.004115685242228,219.93220234306597,8.094411473239184,2012,7,27
24,8,2012-07-03,45935,0,35.201472393236884,3.0538134994500616,170.4978990213869,4.457722216480136,2012,7,27
31,19,2012-07-04,14557,0,77.54170430309634,3.5289176240367084,244.22947302586488,6.723909546847094,2012,7,27
6,3,2012-07-05,49496,0,56.697924306446346,3.0109575145821887,152.43983733412492,5.998369766185874,2012,7,27
2,18,2012-07-06,41719,1,55.46986038711466,3.3786425378421723,183.32801870501814,9.028889162584216,2012,7,27
20,5,2012-07-07,46735,0,68.365029351201,2.1561018100435794,152.16530384915367,4.294455958697227,2012,7,27
28,14,2012-07-08,44536,0,32.581075779786985,2.935073595350337,164.2297593289333,9.18037280646262,2012,7,27
11,4,2012-07-09,19039,0,91.85231117006074,4.137764594349884,168.00793761634114,8.221792217166016,2012,7,28
4,7,2012-07-10,7303,0,57.20871649887448,3.7276689079556045,231.03348677305678,5.783143166556031,2012,7,28
15,12,2012-07-11,44925,0,49.32214869456239,4.45457261036655,249.30396705333845,5.186611206960963,2012,7,28
6,2,2012-07-12,23281,0,30.135248712415397,3.969798843440358,236.73202746110553,9.701058027432259,2012,7,28
30,11,2012-07-13,27209,0,33.436336349393144,3.128774287229435,213.5132988782038,7.323447899851672,2012,7,28
38,14,2012-07-14,33173,0,93.6288251131088,3.690701144248857,222.29234300574223,6.068665741410019,2012,7,28
2,16,2012-07-15,47287,0,56.52936267197778,3.9397841892207226,202.28209940206852,4.266811033114684,2012,7,28
15,6,2012-07-16,30190,0,77.77471354874086,2.674209149803353,192.25436066479918,4.994705502932918,2012,7,29
11,4,2012-07-17,38012,0,26.441308212682657,2.150044726538961,219.2168930842439,7.588990090375036,2012,7,29
8,15,2012-07-18,46716,0,71.4771635301187,3.0146181699963708,247.31166860093822,7.078657581126338,2012,7,29
26,1,2012-07-19,46783,0,93.7215353869937,2.361682905256288,152.8894042356317,8.545660699357281,2012,7,29
45,7,2012-07-20,48787,0,43.99707607051929,2.6931027994062546,181.40849503240258,9.009025438232392,2012,7,29
44,12,2012-07-21,25191,0,66.33124005707515,4.367113738685333,183.00598030071205,6.383048815911888,2012,7,29
5,10,2012-07-22,7779,0,95.21752834526805,4.117706483056296,191.42508558200996,4.605579494958572,2012,7,29
6,5,2012-07-23,23230,0,77.54580430437761,3.4811595864191505,212.68921469014487,8.749178560428756,2012,7,30
26,12,2012-07-24,28405,0,24.986040190726186,3.0031417663309306,201.37531624797015,7.322440601977858,2012,7,30
4,18,2012-07-25,17803,0,50.2989717808351,2.6608259005196286,151.8729049025791,9.878751330633797,2012,7,30
19,10,2012-07-26,32825,0,26.86182048698307,3.4286456992966667,191.16095783853717,8.778099497276708,2012,7,30
20,6,2012-07-27,18698,0,88.90540769593393,3.3329006241822317,211.94487045233032,5.9744363296666165,2012,7,30
33,12,2012-07-28,39560,0,69.73301609628923,3.9519520209538324,200.48247249304842,6.570940813907455,2012,7,30
20,7,2012-07-29,20376,0,96.51053958671086,4.320050471910143,237.20618641813144,5.413455840748165,2012,7,30
12,18,2012-07-30,23118,0,21.580506334864573,2.822343253325047,189.85956706680204,7.071990982214991,2012,7,31
1,2,2012-07-31,18117,0,53.84698958831234,2.5157427768919853,151.25586798269114,8.264349760037907,2012,7,31
26,10,2012-08-01,44983,0,28.34912796355158,3.0069990398642625,178.48985175544988,7.674932558576484,2012,8,31
14,15,2012-08-02,42956,0,48.03902580959302,3.09385325603301,163.5672626968988,6.052500776402406,2012,8,31
38,12,2012-08-03,43049,0,32.95094586852696,2.0996757237109063,175.0230323452825,8.939799446354463,2012,8,31
37,17,2012-08-04,27242,0,46.30350079947362,4.154241330498807,186.2088018036875,4.630352540199989,2012,8,31
11,4,2012-08-05,5944,0,85.54096037776232,4.488980846668738,217.6655652321155,4.855328157988977,2012,8,31
36,7,2012-08-06,36695,0,32.85594611861629,4.3080217317788065,182.41699952981799,6.424957400639526,2012,8,32
13,9,2012-08-07,6511,0,57.89318055617506,4.151662448717276,238.41091750638662,8.213459882148477,2012,8,32
43,19,2012-08-08,27502,0,93.72665072484212,4.481500758648853,179.95679093896322,8.16511406858359,2012,8,32
3,7,2012-08-09,29805,0,99.9023430283445,4.269521079937215,163.6933412141511,6.199140656298147,2012,8,32
33,2,2012-08-10,31993,1,40.051289454006664,3.720919051858293,166.8865417470923,8.179647426695123,2012,8,32
6,6,2012-08-11,13369,0,94.84545366128802,2.4168916219304193,243.45798638819616,4.363514651516384,2012,8,32
10,18,2012-08-12,49888,0,40.91109446408204,2.3908753083421694,195.48144712987585,5.740131698949162,2012,8,32
5,6,2012-08-13,40383,0,53.08227991868747,2.1219493664083817,190.31260680625002,8.162639879644672,2012,8,33
23,13,2012-08-14,22997,0,90.23388897866619,3.029577167969041,156.89008810985263,5.104248406251384,2012,8,33
10,19,2012-08-15,20629,0,82.89408839393985,4.022060192725009,223.33210687819184,5.2762721716507395,2012,8,33
44,2,2012-08-16,36949,0,88.59900457789882,3.225739861997276,219.46525257767,4.521295713608897,2012,8,33
2,12,2012-08-17,7840,0,84.02053434435605,2.915804264278956,187.57405494347577,6.186826096860386,2012,8,33
13,15,2012-08-18,19051,0,38.804880400803306,2.273089660496874,219.17635496838798,8.94956344355904,2012,8,33
40,14,2012-08-19,32523,0,64.70360923444817,2.1293832727264705,186.74517605133812,9.018154742936314,2012,8,33
2,6,2012-08-20,6774,0,50.820057468953756,2.9979478585590185,157.31580213942442,9.174175196805006,2012,8,34
20,18,2012-08-21,18262,0,56.7768774758695,2.2498134504593312,223.8099377307776,4.220224176933289,2012,8,34
1,5,2012-08-22,8871,0,32.316504169890464,2.258870431844957,246.5201293377706,9.960932235319625,2012,8,34
37,18,2012-08-23,13273,1,45.26140473801364,2.9883710624266158,214.8290528174083,7.015847433728002,2012,8,34
9,3,2012-08-24,22229,0,88.61176971377495,3.2571086412567904,177.64612352143556,9.236362181990412,2012,8,34
17,3,2012-08-25,32385,0,91.80467279089312,2.4667072174362876,176.99202854649033,9.43068780824338,2012,8,34
9,10,2012-08-26,47176,0,68.8122467119311,3.7115892156510926,242.8977596486901,7.086989439396575,2012,8,34
11,19,2012-08-27,34289,0,59.861380560060226,3.046730001707027,180.32903073977872,4.306538506095132,2012,8,35
15,3,2012-08-28,8260,0,77.02717505194403,2.22980634434679,226.8192233382818,7.584818598484918,2012,8,35
24,12,2012-08-29,37019,1,68.70826001777618,3.592585311406788,214.29149823040132,6.004560726107644,2012,8,35
38,16,2012-08-30,8145,0,98.69400050782508,2.892362046737847,209.260181125557,5.240600035055757,2012,8,35
35,17,2012-08-31,36753,0,35.20710337313626,2.1308036926906655,168.1074881402085,5.095006109450942,2012,8,35
30,7,2012-09-01,12802,0,55.923578099718526,4.36995394916798,153.44110459045245,7.355585368912951,2012,9,35
31,13,2012-09-02,7263,0,93.4592401828443,3.4279923927641742,198.86771313278885,4.626848903033382,2012,9,35
5,2,2012-09-03,31913,0,93.17896479268194,3.194300922576593,248.8158607249785,8.929867324794579,2012,9,36
44,4,2012-09-04,13155,0,59.62774772489389,4.147843487134587,169.575990423342,5.363760105249954,2012,9,36
14,10,2012-09-05,5922,0,30.784720160110517,4.341851073284312,203.68720544391235,7.29574510191967,2012,9,36
11,7,2012-09-06,11695,1,85.1966373994322,2.5508046704155283,217.0979294644551,4.752761250197231,2012,9,36
9,17,2012-09-07,25672,0,66.81321492026781,4.025361254187568,198.36777165223882,9.157775178878682,2012,9,36
34,6,2012-09-08,43526,0,81.85328126858053,4.077699816935663,200.6933806597194,8.152524287737617,2012,9,36
12,19,2012-09-09,24014,0,57.001890512847226,2.1360069866939977,216.1227504273594,5.2391312642617365,2012,9,36
35,5,2012-09-10,12816,0,36.31071375494613,3.7798602879456817,231.4905497004972,8.294444540801482,2012,9,37
35,10,2012-09-11,30743,0,21.919152598361666,2.1574197044989427,183.328761348243,4.497400801203259,2012,9,37
1,9,2012-09-12,45324,0,64.73106150718017,3.486683115974752,239.92752316177157,8.63330008872369,2012,9,37
40,13,2012-09-13,33539,0,32.88369431052716,3.673091942846685,198.49008728830265,6.942080670045051,2012,9,37
22,19,2012-09-14,35102,0,34.97097668782572,2.9176467208774244,216.1877472174666,4.721101994276557,2012,9,37
29,6,2012-09-15,43698,0,54.904450476573146,4.201968741644145,160.65136340824387,7.302869541193675,2012,9,37
8,4,2012-09-16,16633,0,55.366165875111825,4.001279267418681,199.2479286377816,5.205197828434618,2012,9,37
11,3,2012-09-17,28384,0,41.95096721645642,4.3148992840534905,151.6106446157341,8.036636088510537,2012,9,38
41,3,2012-09-18,8512,0,30.55377667387748,2.7872238165774545,189.10247388400396,8.251717667244662,2012,9,38
37,4,2012-09-19,11066,0,95.59622014578702,2.0538195001545274,155.44842005689466,8.565040321961536,2012,9,38
14,5,2012-09-20,36500,0,30.531249270260794,4.02865316749388,239.69808376555784,9.369222987709541,2012,9,38
30,8,2012-09-21,18207,0,48.06180676809036,2.5574433899911018,217.28051208730358,7.929637168897395,2012,9,38
35,16,2012-09-22,25106,0,44.3894394085957,3.167890101417639,229.18763562297644,6.950614667127397,2012,9,38
21,3,2012-09-23,19322,0,89.30703175668415,4.043302929660077,196.76794844694172,9.125353817585424,2012,9,38
37,12,2012-09-24,39828,0,52.804995878285645,2.540337946688227,235.1897738445768,9.39906444887535,2012,9,39
5,8,2012-09-25,24418,1,29.923479938749146,2.7797719069658093,237.30405898176906,8.690520273434894,2012,9,39
19,13,2012-09-26,7387,0,20.820882272359633,3.097699965844473,185.6818239842022,9.654569123859668,2012,9,39
14,4,2012-09-27,13031,1,77.75596827796198,2.6795621254136024,187.68549083929327,9.876603667243575,2012,9,39
26,14,2012-09-28,6799,0,77.16008740542802,3.153303557507072,200.82407086874002,5.507870575202124,2012,9,39
4,14,2012-09-29,40548,1,53.422693705058215,2.0239916112363168,154.22434950421217,5.102168448383882,2012,9,39
25,13,2012-09-30,38895,0,30.104640024985887,2.530469931878318,249.5768296964466,6.691554170127043,2012,9,39
45,6,2012-10-01,29914,0,49.73070500581983,4.081383399157438,185.91812339933242,9.981560327436275,2012,10,40
42,17,2012-10-02,45133,1,67.19059607336247,3.0337048962825017,197.0843313356726,4.530840110594888,2012,10,40
25,4,2012-10-03,19635,0,76.31543534454728,3.591014419354849,225.47570781346514,8.27196402796319,2012,10,40
18,8,2012-10-04,45379,0,26.259191394742096,2.580719819088856,179.75135009253717,9.105013882125771,2012,10,40
40,17,2012-10-05,12535,0,64.50459764917431,3.624696661121665,170.16314235543615,9.978685869460243,2012,10,40
8,3,2012-10-06,47132,0,42.089926275851006,4.4999346691156425,162.74501209817473,7.718274830349364,2012,10,40
39,17,2012-10-07,7808,0,69.38130297069141,3.4882190984920123,202.80173090812767,6.280566673213473,2012,10,40
40,9,2012-10-08,18055,0,71.85120982918087,3.570896406604772,150.54982875027554,4.998962701563051,2012,10,41
14,2,2012-10-09,32605,0,92.84829614197749,2.278799561154994,220.95206910038291,9.890572415350636,2012,10,41
32,13,2012-10-10,31665,0,52.8302700311168,3.0084536791649614,196.13895004691037,9.545219519108823,2012,10,41
38,2,2012-10-11,37767,1,63.007252810825406,4.151812246207224,203.18228256480293,8.827112945726585,2012,10,41
33,11,2012-10-12,9297,0,41.457209820840745,4.085679934145831,176.32046488923476,9.662648053662224,2012,10,41
23,15,2012-10-13,48977,0,42.92456193161019,3.305997775903305,167.82530549885624,4.365126443487898,2012,10,41
15,11,2012-10-14,25943,0,23.682702524909,4.258635374344431,219.99896712474094,7.788957066834655,2012,10,41
33,3,2012-10-15,38216,0,42.8855153838805,2.357342545514295,171.0273533626364,5.648777779016818,2012,10,42
